Device ID,Data Added,Humidity,Temperature,Heat index,Soil Moisture,Water Flow Avg,Quality of Water,Rain Sensor,Wind Speed,Amb Temp,Signal Strength,Api key
3,07-Feb-2019 06:53 am,17.7,24.2,23.14,11.97,0,0,0,0,0,26,1877110
3,07-Feb-2019 08:04 am,17,26.4,25.54,12.22,0,0,0,0,0,22,1877110
3,07-Feb-2019 09:14 am,17.1,26.1,25.21,12.22,0,0,0,0,0,26,1877110
3,07-Feb-2019 10:24 am,17.8,24.2,23.14,12.22,0,0,0,0,0,25,1877110
3,07-Feb-2019 11:33 am,20.2,22.4,21.22,11.97,0,0,0,0,0,25,1877110
3,07-Feb-2019 12:43 pm,26.1,19.6,18.3,11.73,0,0,0,0,0,25,1877110
3,07-Feb-2019 01:52 pm,34.3,17.2,15.87,11.24,0,0,0,0,0,25,1877110
3,07-Feb-2019 03:01 pm,38.4,16.5,15.21,11.24,0,0,0,0,0,26,1877110
3,07-Feb-2019 04:10 pm,39.7,16.1,14.8,11,0,0,0,0,0,26,1877110
3,07-Feb-2019 05:19 pm,42.7,16.6,15.43,11,0,0,0,0,0,26,1877110
3,07-Feb-2019 06:29 pm,47.8,16.7,15.67,11,0,0,0,0,0,26,1877110
3,07-Feb-2019 07:38 pm,52.4,16.1,15.13,11,0,0,0,0,0,26,1877110
3,07-Feb-2019 08:47 pm,53.1,14.9,13.83,10.75,0,0,0,0,0,26,1877110
3,07-Feb-2019 09:57 pm,37.2,14.6,13.09,10.75,0,0,0,0,0,26,1877110
3,07-Feb-2019 11:06 pm,38.9,12.1,10.38,10.75,0,0,0,0,0,26,1877110
3,08-Feb-2019 12:15 am,28.9,13.5,11.66,10.75,0,0,0,0,0,26,1877110
3,08-Feb-2019 01:24 am,33.1,12.3,10.45,10.51,0,0,0,0,0,26,1877110
3,08-Feb-2019 02:35 am,30,13.4,11.58,10.51,0,0,0,0,0,25,1877110
3,08-Feb-2019 03:45 am,21.7,19.6,18.18,10.51,0,0,0,0,0,25,1877110
3,08-Feb-2019 04:54 am,14.1,28.1,26.71,10.75,0,0,0,0,0,25,1877110
3,08-Feb-2019 06:04 am,12.6,30.7,28.65,11,0,0,0,0,0,26,1877110
3,08-Feb-2019 10:27 am,25.6,25.6,24.88,0.73,0,0,0,0,0,25,1877110
