Device ID,Data Added,Humidity,Temperature,Heat index,Soil Moisture,Water Flow Avg,Quality of Water,Rain Sensor,Wind Speed,Amb Temp,Signal Strength,Api key
1,07-Feb-2019 06:34 am,24.2,22.4,21.33,0.49,0,0,0,0,0,22,521959
1,07-Feb-2019 06:53 am,17.2,25.3,24.33,10.75,0,0,0,0,0,25,521959
1,07-Feb-2019 08:03 am,15.4,28.1,26.72,10.75,0,0,0,0,0,26,521959
1,07-Feb-2019 09:14 am,15.8,27.7,26.45,10.75,0,0,0,0,0,26,521959
1,07-Feb-2019 10:25 am,17,25.3,24.33,10.75,0,0,0,0,0,26,521959
1,07-Feb-2019 11:35 am,19.7,23.3,22.2,10.51,0,0,0,0,0,26,521959
1,07-Feb-2019 12:46 pm,26.7,19.4,18.09,10.26,0,0,0,0,0,26,521959
1,07-Feb-2019 01:56 pm,35.2,16.9,15.56,10.02,0,0,0,0,0,26,521959
1,07-Feb-2019 03:06 pm,39.5,16.2,14.91,10.02,0,0,0,0,0,26,521959
1,07-Feb-2019 04:16 pm,41.1,15.8,14.51,9.78,0,0,0,0,0,26,521959
1,07-Feb-2019 05:27 pm,44.6,16.3,15.15,9.78,0,0,0,0,0,26,521959
1,07-Feb-2019 06:37 pm,50,16.3,15.29,9.53,0,0,0,0,0,26,521959
1,07-Feb-2019 07:47 pm,53.9,15.8,14.84,9.53,0,0,0,0,0,26,521959
1,07-Feb-2019 08:57 pm,50.7,14.5,13.33,9.53,0,0,0,0,0,26,521959
1,07-Feb-2019 10:07 pm,38.6,13.8,12.24,9.53,0,0,0,0,0,26,521959
1,07-Feb-2019 11:17 pm,33.3,12.8,11,9.29,0,0,0,0,0,26,521959
1,08-Feb-2019 12:28 am,33.9,12.3,10.47,9.29,0,0,0,0,0,26,521959
1,08-Feb-2019 01:38 am,32.3,12.5,10.65,9.29,0,0,0,0,0,26,521959
1,08-Feb-2019 02:48 am,29.1,14.1,12.33,9.04,0,0,0,0,0,26,521959
1,08-Feb-2019 03:58 am,19,21.8,20.53,9.53,0,0,0,0,0,25,521959
1,08-Feb-2019 05:09 am,11.9,30.8,28.66,10.02,0,0,0,0,0,25,521959
1,08-Feb-2019 06:19 am,9.9,34.1,31.13,10.02,0,0,0,0,0,25,521959
1,08-Feb-2019 07:30 am,10.3,33.1,30.35,10.02,0,0,0,0,0,25,521959
1,08-Feb-2019 08:41 am,10.2,30.5,28.26,10.02,0,0,0,0,0,25,521959
1,08-Feb-2019 09:52 am,10.8,29,27.18,10.02,0,0,0,0,0,25,521959
1,08-Feb-2019 11:02 am,11.2,28.2,26.63,19.06,0,0,0,0,0,25,521959
1,08-Feb-2019 12:13 pm,11.6,25.8,24.74,15.88,0,0,0,0,0,25,521959
1,08-Feb-2019 01:24 pm,16.8,20.7,19.26,14.42,0,0,0,0,0,26,521959
1,08-Feb-2019 02:34 pm,20.5,18.6,17.05,13.69,0,0,0,0,0,25,521959
1,08-Feb-2019 03:44 pm,24.4,16.9,15.28,12.95,0,0,0,0,0,25,521959
1,08-Feb-2019 04:55 pm,25.3,16,14.32,12.71,0,0,0,0,0,26,521959
1,08-Feb-2019 06:05 pm,32.1,14.9,13.28,12.22,0,0,0,0,0,26,521959
1,08-Feb-2019 07:16 pm,35.3,14.4,12.82,11.97,0,0,0,0,0,26,521959
1,08-Feb-2019 08:26 pm,33.9,14.6,13,11.73,0,0,0,0,0,26,521959
1,08-Feb-2019 09:36 pm,37,13.6,11.98,11.73,0,0,0,0,0,26,521959
1,08-Feb-2019 10:46 pm,37.7,13.5,11.89,11.49,0,0,0,0,0,26,521959
1,08-Feb-2019 11:56 pm,39.7,12.9,11.28,11.24,0,0,0,0,0,25,521959
1,09-Feb-2019 01:10 am,41.4,12.4,10.78,11,0,0,0,0,0,25,521959
1,09-Feb-2019 02:20 am,49.5,11.4,9.89,10.75,0,0,0,0,0,21,521959
1,09-Feb-2019 03:30 am,37.3,17.3,16.06,11.24,0,0,0,0,0,25,521959
1,09-Feb-2019 04:41 am,26,25.3,24.56,11.49,0,0,0,0,0,25,521959
1,09-Feb-2019 05:51 am,18.3,31.9,29.81,11.73,0,0,0,0,0,25,521959
1,09-Feb-2019 07:02 am,15.4,32.7,30.42,11.73,0,0,0,0,0,25,521959
1,09-Feb-2019 08:13 am,16.1,29.6,27.84,11.73,0,0,0,0,0,25,521959
1,09-Feb-2019 09:23 am,16.6,29,27.39,11.73,0,0,0,0,0,26,521959
1,09-Feb-2019 10:34 am,15,30.1,28.22,11.73,0,0,0,0,0,26,521959
1,09-Feb-2019 11:45 am,15.9,28.7,27.16,11.24,0,0,0,0,0,26,521959
1,09-Feb-2019 12:55 pm,27.2,22.3,21.3,11,0,0,0,0,0,25,521959
1,09-Feb-2019 02:06 pm,35.6,19.1,17.99,10.51,0,0,0,0,0,25,521959
1,09-Feb-2019 03:16 pm,38.6,18,16.86,10.26,0,0,0,0,0,25,521959
1,09-Feb-2019 04:26 pm,40.6,16.9,15.71,9.78,0,0,0,0,0,25,521959
1,09-Feb-2019 05:36 pm,48.3,14.5,13.27,9.78,0,0,0,0,0,25,521959
1,09-Feb-2019 06:47 pm,52.9,14.3,13.17,9.53,0,0,0,0,0,25,521959
1,09-Feb-2019 08:00 pm,56.3,13.7,12.6,9.53,0,0,0,0,0,25,521959
1,09-Feb-2019 09:13 pm,59.6,13,11.91,9.53,0,0,0,0,0,25,521959
1,09-Feb-2019 10:27 pm,67.5,12.6,11.68,9.53,0,0,0,0,0,25,521959
1,09-Feb-2019 11:40 pm,73.2,12.2,11.39,9.29,0,0,0,0,0,25,521959
1,10-Feb-2019 12:50 am,74.2,12.3,11.52,9.29,0,0,0,0,0,25,521959
1,10-Feb-2019 02:00 am,82.6,11.5,10.86,9.29,0,0,0,0,0,25,521959
1,10-Feb-2019 03:14 am,55.1,16,15.09,9.29,0,0,0,0,0,25,521959
1,10-Feb-2019 04:24 am,32.4,26.9,26.45,10.02,0,0,0,0,0,25,521959
1,10-Feb-2019 05:35 am,22.9,37,35.96,10.26,0,0,0,0,0,25,521959
1,10-Feb-2019 06:46 am,20.9,37.1,35.69,10.51,0,0,0,0,0,25,521959
1,10-Feb-2019 07:57 am,21,35,33.17,10.51,0,0,0,0,0,25,521959
1,10-Feb-2019 09:08 am,26.1,31.7,30.11,10.51,0,0,0,0,0,25,521959
1,10-Feb-2019 10:18 am,29.3,30.2,28.89,10.51,0,0,0,0,0,25,521959
1,10-Feb-2019 11:29 am,36.5,28.4,27.77,10.02,0,0,0,0,0,25,521959
1,10-Feb-2019 12:40 pm,48.1,24.3,24.04,9.78,0,0,0,0,0,25,521959
1,10-Feb-2019 01:50 pm,66.7,20.2,20.02,9.53,0,0,0,0,0,25,521959
1,10-Feb-2019 03:00 pm,68.2,19.4,19.18,9.29,0,0,0,0,0,25,521959
1,10-Feb-2019 04:11 pm,81.4,18.9,18.97,9.29,0,0,0,0,0,25,521959
1,10-Feb-2019 05:21 pm,82.9,18.7,18.79,9.04,0,0,0,0,0,25,521959
1,10-Feb-2019 06:31 pm,90.1,17.8,17.99,9.04,0,0,0,0,0,25,521959
1,10-Feb-2019 07:41 pm,94.1,16.4,16.55,9.04,0,0,0,0,0,25,521959
1,10-Feb-2019 08:51 pm,97.9,14.6,14.67,9.04,0,0,0,0,0,25,521959
